Course Name,tags
object oriented programming java,objectorientedprogramminginjavabeginnerwelcometoourcourseonobjectorientedprogramminginjavausingdatavisualizationpeoplecometothiscoursewithmanydifferentgoalsandwearereallyexcitedtoworkwithallofyousomeofyouwanttobeprofessionalsoftwaredevelopersotherswanttoimproveyourprogrammingskillstoimplementthatcoolpersonalprojectthatyouvebeenthinkingaboutwhileothersofyoumightnotyetknowwhyyourehereandaretryingtofigureoutwhatthiscourseisallaboutthisisanintermediatejavacoursewerecommendthiscoursetolearnerswhohavepreviousexperienceinsoftwaredevelopmentorabackgroundincomputerscienceourgoalisthatbytheendofthiscourseeachandeveryoneofyoufeelsempoweredtocreateajavaprogramthatsmoreadvancedthananyyouhavecreatedinthepastandthatispersonallyinterestingtoyouinachievingthisgoalyouwillalsolearnthefundamentalsofobjectorientedprogramminghowtoleveragethepowerofexistinglibrarieshowtobuildgraphicaluserinterfacesandhowtousesomecorealgorithmsforsearchingandsortingdataandthiscourseisprojectbasedsowelldiverightintotheprojectimmediatelyweareexcitedtobeofferingauniquecoursestructuredesignedtosupportlearnersofdifferentbackgroundsinsucceedingattheirownpacethefirstmoduleexplainshowthiswillworkandifthiscourseisrightforyouwealsorecommendtakingafewminutestoexplorethecoursesiteagoodplacetostartisthenavigationbarontheleftclickcoursecontenttoseewhatmaterialwellcovereachweekaswellpreviewtheassignmentsyoullneedtocompletetopassthecourseclickdiscussionstoseeforumswhereyoucandiscussthecoursematerialwithfellowstudentstakingtheclassbesuretointroduceyourselftoeveryoneinthemeetandgreetforumthiscourseshouldtakeaboutweekstocompleteyoucancheckouttherecommendedcourseschedulebelowtoseeaquickoverviewofthelessonsandassignmentsyoullcompleteeachweekwereexcitedyoureherelearningwithusletsgetstartedobjectorientedprogrammingjavaappletalgorithmscomputerprogrammingjavaprogrammingsortingappletpolymorphismcomputersciencejavasoftwareplatformsortingalgorithmcomputersciencesoftwaredevelopment
childrens human right interdisciplinary introduction,childrenshumanrightsaninterdisciplinaryintroductionbeginnerdrawingonthecontributionsofseveralacademicdisciplinesincludinglawpsychologysociologyhistoryeducationalandhealthscienceseconomyandanthropologyaninterdisciplinaryapproachguidesthestudentintoaselectionofcriticalissuesconcerningchildrensrightsparticipantswillgaininsightrelativetothedevelopmentofthisspecifichumanrightscategoryaswellastotheevolutionofthechallengesfacedbychildrenovertimeandsocietyseffortstorespondsuccessfulinternationalstrategiesandprogramspromotingchildrensrightswillbehighlightedaswellastheroleofkeyactorsinvolvedininternationalorganizationsworkinginthisfieldthisopenonlinecourseprovidesanoverviewofthemostimportantfeaturesofchildrenshumanrightsacentralportionofthemoocwillconsistofapresentationoftheinternationalandregionalstandardsonchildrensrightsandtherelatedinternationalandregionaljudicialandquasijudicialbodiesdesignedtoensuretheirimplementationnoprerequisitesorspecificbackgroundisrequiredtoregisterforthismoocthecourseisconceivedasanintroductorylevelprogrambutparticipantswhowishtodeepentheirknowledgeinthefieldofchildrensrightsoralreadyhavesomepriorknowledgewillhaveaccesstoadditionalreadingmaterialonaweeklybasisparticipantswhosuccessfullycompletetheclassactivitiesandfinalassessmentmayrequestforapaidcertificateofaccomplishmentsignedbytheinstructorandthemainprofessorsresponsiblefortheprogramhowevernocreditsareawardedthecourseconsistsofseventopicalmodulesdistributedonweeksenglishistheonlylanguageofinstructionchildwelfarejusticepsychologieschildinternationallawchildprotectionchildrensrightschildpsychologylawhumanitariansocialscienceslaw
data management visualization,datamanagementandvisualizationadvancedwhetherbeingusedtocustomizeadvertisingtomillionsofwebsitevisitorsorstreamlineinventoryorderingatasmallrestaurantdataisbecomingmoreintegraltosuccesstoooftenwerenotsurehowusedatatofindanswerstothequestionsthatwillmakeusmoresuccessfulinwhatwedointhiscourseyouwilldiscoverwhatdataisandthinkaboutwhatquestionsyouhavethatcanbeansweredbythedataevenifyouveneverthoughtaboutdatabeforebasedonexistingdatayouwilllearntodeveloparesearchquestiondescribethevariablesandtheirrelationshipscalculatebasicstatisticsandpresentyourresultsclearlybytheendofthecourseyouwillbeabletousepowerfuldataanalysistoolseithersasorpythontomanageandvisualizeyourdataincludinghowtodealwithmissingdatavariablegroupsandgraphsthroughoutthecourseyouwillshareyourprogresswithotherstogainvaluablefeedbackwhilealsolearninghowyourpeersusedatatoanswertheirownquestionslanguagedatamanagementgeneralstatisticsdatavisualizationcomputerprogrammingpythonprogrammingfrequencydistributionanalysisdataanalysisleadershipandmanagementdatasciencedataanalysis
improving statistical question,improvingyourstatisticalquestionsbeginnerthiscourseaimstohelpyoutoaskbetterstatisticalquestionswhenperformingempiricalresearchwewilldiscusshowtodesigninformativestudiesbothwhenyourpredictionsarecorrectaswhenyourpredictionsarewrongwewillquestionnormsandreflectonhowwecanimproveresearchpracticestoaskmoreinterestingquestionsinpracticalhandsonassignmentsyouwilllearntechniquesandtoolsthatcanbeimmediatelyimplementedinyourownresearchsuchasthinkingaboutthesmallesteffectsizeyouareinterestedinjustifyingyoursamplesizeevaluatefindingsintheliteraturewhilekeepingpublicationbiasintoaccountperformingametaanalysisandmakingyouranalysescomputationallyreproducibleifyouhavethetimeitisrecommendedthatyoucompletemycourseimprovingyourstatisticalinferencesbeforeenrollinginthiscoursealthoughthiscourseiscompletelyselfcontainedgeneralstatisticsnullhypothesisstatisticalhypothesistestingestimationpvalueapproximationerrorpublicationbiasinterpretationapriorieffectsizedatascienceprobabilityandstatistics
business transformation google cloud,businesstransformationwithgooglecloudbeginnerwhatiscloudtechnologyordatascienceandwhatsallthehypeaboutmoreimportantlywhatcanitdoforyouyourteamandyourbusinessifyouwanttolearnaboutcloudtechnologysoyoucanexcelinyourrolehelpbuildthefutureofyourbusinessandthriveintheclouderathenthebusinesstransformationwithgooglecloudcourseisforyouthroughthisinteractivetrainingyoulllearnaboutcorecloudbusinessdriversspecificallygooglescloudandgaintheknowledgeskillstodetermineifbusinesstransformationisrightforyouandyourteamandbuildshortandlongtermprojectsusingthesuperpowersofcloudaccordinglyyoullalsofindseveraltemplatesguidesandresourcelinksthroughthesupplementarystudentworkbooktohelpyoubuildacustombriefingdocumenttosharewithyourleadershiptechnicalteamsorpartnersprimaryaudiencebusinessdecisionmakersdirectorsmanagersofmanagersmanagersofindividualcontributorsicsoricsworkinginnonitfunctionsdivisionssuchasfinancemarketingsaleshrproductdesigninterestedinunderstandingtheapplicationsofgooglescloudtechnologyforbusinessimprovementopportunitiesandtransformationalprojectsleadershipsecuritymicrosoftexcelprojectmanagementcloudcomputingbusinesscaseinnovationstrategybusinesstransformationcloudcomputingsecuritybusinessbusinessstrategy
inspiring motivating individual,inspiringandmotivatingindividualsintermediateinthiscourseyouwilllearnhowtocreateasharedvisionforyourteamandeffectivelycommunicateittoyourteammatesyouwillalsolearnhowtoseteffectivegoalsandexpectationsinawaythatbestenablesyourteamtoattainthesharedvisionfinallyyouwillunderstandthemostimportantneedsanddriversofperformanceacrossculturesandwilllearntoalignrewardswithdesiredbehaviorssothatyourteammatesaremotivatedtoattaintheteamsobjectivesmotivationrepresentsacrucialchallengeforcontemporaryorganizationsarecentgalluppollrevealedthatonlyofworkersworldwideexhibithighlevelsofengagementandmotivationwewillshowyouwhythesemotivationproblemsarenotsimplyduetoabadorunmotivatedteammemberrathermotivationisverymuchdrivenbywhatworkconditionswecreateforourteammateshowwestructuregoalsandobjectivesandhowwerewardpeoplefortheaccomplishmentofthosegoalsthiscoursewillhelpyoudiagnoseandsolvemotivationproblemssothatyoucanbringoutthebestinyourpeoplecommunicationemployeemotivationperformanceperformanceappraisalleadershipandmanagementleadershipdevelopmentteammanagementmotivationleadershipemploymentbusinessleadershipandmanagement
android app component intent activity broadcast receiver,androidappcomponentsintentsactivitiesandbroadcastreceiversadvancedthisweekmoocbuildsupontheoverviewofjavaandandroidcoveredincoursebydelvingdeeperintocoreandroidappcomponentssuchasintentsactivitiesandbroadcastreceiversyouwilllearnbyexamplehowtoprogramthesecoreandroidcomponentstogetherwithandroidconcurrencyframeworksandbasicjavafileioclassessuchasfileandinputstreamandandroidstoragemechanismssuchassharedpreferencesyoullalsolearnhowtousethegitsourcecodemanagementsystemthroughoutthismoocyoullworkincrementallyonaprojectinvolvingdownloadingstoringanddisplayimagesfromremotewebsiteseachweekyouwilladdadditionalcapabilitiestotheprojectbasedonmaterialcoveredinthelecturevideosyoullspendroughlyhoursperweekwatchingvideolecturestakingquizzesandprogrammingassignmentswithjavaandandroidcomputerprogrammingsoftwareoperatingsystemsandroidstudiobroadcastjavaprogrammingconcurrentcomputingsoftwareengineeringandroiddevelopmentmobiledevelopmentcomputersciencemobileandwebdevelopment
averagedswitch modeling simulation,averagedswitchmodelingandsimulationadvancedthiscoursecanalsobetakenforacademiccreditaseceapartofcubouldersmasterofscienceinelectricalengineeringdegreethisiscourseinthemodelingandcontrolofpowerelectronicscoursesequencethecourseisfocusedonpracticaldesignorientedmodelingandcontrolofpulsewidthmodulatedswitchedmodepowerconvertersusinganalyticalandsimulationtoolsintimeandfrequencydomainsadesignorientedanalysistechniqueknownasthemiddlebrooksfeedbacktheoremisintroducedandappliedtoanalysisanddesignofvoltageregulatorsandotherfeedbackcircuitsfurthermoreitisshownhowcircuitaveragingandaveragedswitchmodelingtechniquesleadtoconverteraveragedmodelssuitableforhandanalysiscomputeraidedanalysisandsimulationsofconvertersaftercompletionofthiscoursethestudentwillbeabletopracticedesignofhighperformancecontrolloopsaroundswitchedmodepowerconvertersusinganalyticalandsimulationtechniqueswestronglyrecommendstudentscompletethecuboulderpowerelectronicsspecializationbeforeenrollinginthiscoursecoursenumbersprovidedforstudentsincubouldersmseeprogramintroductiontopowerelectronicseceaconvertercircuitseceaconvertercontroleceaaftercompletingthiscourseyouwillbeabletoexplainoperationandmodelingofswitchedmodepowerconvertersmodelopenlooptransferfunctionsandfrequencyresponsesdesignclosedloopregulatedswitchedmodepowerconvertersverifyoperationofswitchedmodepowerconvertersbysimulationsunderstandthefeedbacktheoremprinciplesapplythefeedbacktheoremtopracticaldesignexamplesderiveaveragedswitchmodelsofandaveragedcircuitmodelsofpowerconvertersapplyaveragedswitchmodelingtechniquestoanalysisanddesignandsimulationsofpowerconverterselectroniccircuitsimulationswitchespowerelectronicsmodelingandsimulationmatlabsimulationaverageelectricalengineeringeulerstotientfunctionmodelingphysicalscienceandengineeringelectricalengineering
compare time series prediction covid death,comparetimeseriespredictionsofcoviddeathsbeginnerinthishourlongprojectbasedcourseyouwilllearnhowtopreprocesstimeseriesdatavisualizetimeseriesdataandcomparethetimeseriespredictionsofmachinelearningmodelsyouwillcreatetimeseriesanalysismodelsinthepythonprogramminglanguagetopredictthedailydeathsduetosarscovorcovidyouwillcreateandtrainthefollowingmodelssarimaxprophetneuralnetworksandxgboostyouwillvisualizedatausingthematplotliblibraryandextractfeaturesfromatimeseriesdatasetperformdatasplittingandnormalizationtosuccessfullycompletethisprojectlearnersshouldhavepriorpythonprogrammingexperienceabasicunderstandingofmachinelearningandafamiliarityofthepandaslibrarynotethiscourseworksbestforlearnerswhoarebasedinthenorthamericaregionwerecurrentlyworkingonprovidingthesameexperienceinotherregionspythonprogrammingmodelinganalysisprojecttimeseriesatimetrainingmachinelearningdeathtimeseriesanalysisdatasciencemachinelearning
scheduling selenium testng test via jenkins cicd tool,schedulingseleniumtestngtestsviajenkinscicdtoolbeginnerseleniumisoneofthemostwidelyusedtestautomationtoolsforuifunctionaltestingthemaximumroioftestautomationcomesfromitsfrequentexecutioneitherasapartofthecicdpipelineorrunningthemoftenjenkinsisoneofthemostwidelyuseddevopstoolsusedinautomatingthecompletelifecycleofcontinuousintegrationdeliveryanddeploymentinthishourlongprojectbasedcourseyouwilllearnconceptslikecreatingajobinjenkinsfetchingcodefromsourcecodemanagementtoollikegithubexecutingandschedulingseleniumandtestngtestsnotethiscourseworksbestforlearnerswhoarebasedinthenorthamericaregionwerecurrentlyworkingonprovidingthesameexperienceinotherregionsversioncontroljenkinssoftwareseleniumdevopsgithubtestautomationrunningsourcecodesoftwaretestingschedulecomputersciencesoftwaredevelopment
build simple app android studio java,buildasimpleappinandroidstudiowithjavabeginnerinthisbeginnerprojectwewillgiveyouanintroductiontousingandroidstudioandwillfacilitateyougainingtheconfidenceandknowledgetobeginyourjourneyintheworldofandroiddevelopmentbytheendofthiscourseyouwillhavebuiltanappinandroidstudiousingjavaandwillhaveuploadedyourapktoappetizeyouwilllearnhowtotestyourappontheappetizeplatforminthisappyouwillbuildbuttonsatextviewanedittextanddialogboxeswewillalsocoverusingavdmanagertocreatevirtualdevicesthatcouldbeusedtotestapplicationsinandroidstudioprojectsinseriesbuildasimpleappinandroidstudiowithjavabuildapersistentstorageappinandroidstudiobuildalinearlayoutappinandroidstudiobuildarelativelayoutappinandroidstudiobuildatablelayoutappinandroidstudioprojectsinseriesbuildanappinandroidstudiousingresourcesbuildanappinandroidstudiousingstaticfilesbuildanappinandroidstudiousingreadwritebuildanappinandroidstudiousingontouchbuildanappinandroidstudiousingactivitiesjavaprogrammingjavasoftwareplatformmobiledevelopmentsoftwarepythonprogrammingsoftwareengineeringandroiddevelopmentprojectcomputerprogrammingandroidstudiocomputersciencemobileandwebdevelopment
circadian clock rhythm structure life,circadianclockshowrhythmsstructurelifebeginnerthiscourseisgearedtowardsstartingundergraduatestudentsasolidbackgroundinbiologywillbehelpfulbutnotabsolutelyessentialthematerialwillbeofinteresttothosewhoarepursuingacareerinanyofthelifesciencesaswellasanyonewhohasrunupagainsttheirbiologicalclockevolutionphysiologypathologybacteriachronobiologygenecircadianrhythmmetabolismsleepsystemcallsleeplifesciencesbasicscience
conversational english skill,conversationalenglishskillsadvanceddoyouwanttocommunicatewithenglishspeakersfluentlywelcometoourcoursethecourseconsistsofunitswithdifferenttopicsmeetingnewpeoplethepeopleinyourlifeeatinginandeatingoutthereasontolearnenglishgoodtimesandbadtimesandhobbiesfromthiscourseyouwillhaveagoodknowledgeofconversationalenglishskillsinyourdailylifeweinviteyoutolearnwithourteachersandfriendsfromdifferentcountriesinthevideossuchastheunitedstatestheunitedkingdomirelandcanadaaustraliaandcolumbiaareyoureadyletsgoenglishgrammarinterpersonalcommunicationenglishlanguageeatingmotherspeechcommunicationlanguagelisteningculturelanguagelearninglearningenglish
analysis business problem,analysisofbusinessproblemsbeginnerwhendoesanopportunitytoincreasethebottomlinebecomealiabilityforlongtermbrandsustainabilityandprofitabilitythatisthequestionthatgasgasanoffroadmotorcyclemanufacturerisconfrontinginthisculminatingcourseitstimetousethebusinesstoolsyouhavelearnedthroughoutthespecializationtosolvethisrealbusinessproblemtohelpyouasyoudevelopasolutiontothegasgasdilemmainthecapstoneyouwillalsolearnasixstepanalysisofbusinessproblemsmethodologybytheendofthecourseyouwillunderstandhowtoweavetogetherconsiderationsfromaccountingfinancemarketingandorganizationalbehaviorinordertoarriveatasounddecisionthatwillpositivelyimpactthefirmsfutureatwillemploymentmanagementprocessoperationsmanagementleadershipandmanagementcustomerrelationshipmanagementbenefitsdecisionmakinginfluencinganalysismarketingbusinessmarketing
inferential statistical analysis python,inferentialstatisticalanalysiswithpythonbeginnerinthiscoursewewillexplorebasicprinciplesbehindusingdataforestimationandforassessingtheorieswewillanalyzebothcategoricaldataandquantitativedatastartingwithonepopulationtechniquesandexpandingtohandlecomparisonsoftwopopulationswewilllearnhowtoconstructconfidenceintervalswewillalsousesampledatatoassesswhetherornotatheoryaboutthevalueofaparameterisconsistentwiththedataamajorfocuswillbeoninterpretinginferentialresultsappropriatelyattheendofeachweeklearnerswillapplywhattheyvelearnedusingpythonwithinthecourseenvironmentduringtheselabbasedsessionslearnerswillworkthroughtutorialsfocusingonspecificcasestudiestohelpsolidifytheweeksstatisticalconceptswhichwillincludefurtherdeepdivesintopythonlibrariesincludingstatsmodelspandasandseabornthiscourseutilizesthejupyternotebookenvironmentwithincourseraconfidenceintervalstatisticalinferencestatisticalhypothesistestingconfidencegeneralstatisticshypothesispythonprogramminginferencehypothesistestingstatisticalanalysisdatasciencedataanalysis
